10, 10
10, 11
10, 9
11, 10
9, 10
11, 11
11, 9
9, 11
9, 9
10, 12
11, 12
9, 12
10, 8
11, 8
9, 8
12, 10
12, 11
12, 9
8, 10
8, 11
8, 9
12, 12
12, 8
8, 12
8, 8
10, 13
11, 13
9, 13
12, 13
8, 13
10, 7
11, 7
9, 7
12, 7
8, 7
13, 10
13, 11
13, 9
13, 12
13, 8
7, 10
7, 11
7, 9
7, 12
7, 8
13, 13
13, 7
7, 13
7, 7
10, 14
11, 14
9, 14
12, 14
8, 14
13, 14
7, 14
10, 6
11, 6
9, 6
12, 6
8, 6
13, 6
7, 6
14, 10
14, 11
14, 9
14, 12
14, 8
14, 13
14, 7
6, 10
6, 11
6, 9
6, 12
6, 8
6, 13
6, 7
14, 14
14, 6
6, 14
6, 6
10, 15
11, 15
9, 15
12, 15
8, 15
13, 15
7, 15
14, 15
6, 15
10, 5
11, 5
9, 5
12, 5
8, 5
13, 5
7, 5
14, 5
6, 5
15, 10
15, 11
15, 9
15, 12
15, 8
15, 13
15, 7
15, 14
15, 6
5, 10
5, 11
5, 9
5, 12
5, 8
5, 13
5, 7
5, 14
5, 6
15, 15
15, 5
5, 15
5, 5
10, 16
11, 16
9, 16
12, 16
8, 16
13, 16
7, 16
14, 16
6, 16
15, 16
5, 16
10, 4
11, 4
9, 4
12, 4
8, 4
13, 4
7, 4
14, 4
6, 4
15, 4
5, 4
16, 10
16, 11
16, 9
16, 12
16, 8
16, 13
16, 7
16, 14
16, 6
16, 15
16, 5
4, 10
4, 11
4, 9
4, 12
4, 8
4, 13
4, 7
4, 14
4, 6
4, 15
4, 5
16, 16
16, 4
4, 16
4, 4
10, 17
11, 17
9, 17
12, 17
8, 17
13, 17
7, 17
14, 17
6, 17
15, 17
5, 17
16, 17
4, 17
10, 3
11, 3
9, 3
12, 3
8, 3
13, 3
7, 3
14, 3
6, 3
15, 3
5, 3
16, 3
4, 3
17, 10
17, 11
17, 9
17, 12
17, 8
17, 13
17, 7
17, 14
17, 6
17, 15
17, 5
17, 16
17, 4
3, 10
3, 11
3, 9
3, 12
3, 8
3, 13
3, 7
3, 14
3, 6
3, 15
3, 5
3, 16
3, 4
17, 17
17, 3
3, 17
3, 3
10, 18
11, 18
9, 18
12, 18
8, 18
13, 18
7, 18
14, 18
6, 18
15, 18
5, 18
16, 18
4, 18
17, 18
3, 18
10, 2
11, 2
9, 2
12, 2
8, 2
13, 2
7, 2
14, 2
6, 2
15, 2
5, 2
16, 2
4, 2
17, 2
3, 2
18, 10
18, 11
18, 9
18, 12
18, 8
18, 13
18, 7
18, 14
18, 6
18, 15
18, 5
18, 16
18, 4
18, 17
18, 3
2, 10
2, 11
2, 9
2, 12
2, 8
2, 13
2, 7
2, 14
2, 6
2, 15
2, 5
2, 16
2, 4
2, 17
2, 3
18, 18
18, 2
2, 18
2, 2
10, 19
11, 19
9, 19
12, 19
8, 19
13, 19
7, 19
14, 19
6, 19
15, 19
5, 19
16, 19
4, 19
17, 19
3, 19
18, 19
2, 19
10, 1
11, 1
9, 1
12, 1
8, 1
13, 1
7, 1
14, 1
6, 1
15, 1
5, 1
16, 1
4, 1
17, 1
3, 1
18, 1
2, 1
19, 10
19, 11
19, 9
19, 12
19, 8
19, 13
19, 7
19, 14
19, 6
19, 15
19, 5
19, 16
19, 4
19, 17
19, 3
19, 18
19, 2
1, 10
1, 11
1, 9
1, 12
1, 8
1, 13
1, 7
1, 14
1, 6
1, 15
1, 5
1, 16
1, 4
1, 17
1, 3
1, 18
1, 2
19, 19
19, 1
1, 19
1, 1
10, 20
11, 20
9, 20
12, 20
8, 20
13, 20
7, 20
14, 20
6, 20
15, 20
5, 20
16, 20
4, 20
17, 20
3, 20
18, 20
2, 20
19, 20
1, 20
10, 0
11, 0
9, 0
12, 0
8, 0
13, 0
7, 0
14, 0
6, 0
15, 0
5, 0
16, 0
4, 0
17, 0
3, 0
18, 0
2, 0
19, 0
1, 0
20, 10
20, 11
20, 9
20, 12
20, 8
20, 13
20, 7
20, 14
20, 6
20, 15
20, 5
20, 16
20, 4
20, 17
20, 3
20, 18
20, 2
20, 19
20, 1
0, 10
0, 11
0, 9
0, 12
0, 8
0, 13
0, 7
0, 14
0, 6
0, 15
0, 5
0, 16
0, 4
0, 17
0, 3
0, 18
0, 2
0, 19
0, 1
20, 20
20, 0
0, 20
0, 0
10, 21
11, 21
9, 21
12, 21
8, 21
13, 21
7, 21
14, 21
6, 21
15, 21
5, 21
16, 21
4, 21
17, 21
3, 21
18, 21
2, 21
19, 21
1, 21
20, 21
0, 21
21, 10
21, 11
21, 9
21, 12
21, 8
21, 13
21, 7
21, 14
21, 6
21, 15
21, 5
21, 16
21, 4
21, 17
21, 3
21, 18
21, 2
21, 19
21, 1
21, 20
21, 0
21, 21
10, 22
11, 22
9, 22
12, 22
8, 22
13, 22
7, 22
14, 22
6, 22
15, 22
5, 22
16, 22
4, 22
17, 22
3, 22
18, 22
2, 22
19, 22
1, 22
20, 22
0, 22
21, 22
22, 10
22, 11
22, 9
22, 12
22, 8
22, 13
22, 7
22, 14
22, 6
22, 15
22, 5
22, 16
22, 4
22, 17
22, 3
22, 18
22, 2
22, 19
22, 1
22, 20
22, 0
22, 21
22, 22
10, 23
11, 23
9, 23
12, 23
8, 23
13, 23
7, 23
14, 23
6, 23
15, 23
5, 23
16, 23
4, 23
17, 23
3, 23
18, 23
2, 23
19, 23
1, 23
20, 23
0, 23
21, 23
22, 23
